year,level_1,level_2,level_3,level_4,value
2006,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,41
2007,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,97.2
2007,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,85.7
2007,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,220.3
2007,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,69.9
2007,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,6.4
2007,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,18.8
2007,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,8.4
2007,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,8.1
2007,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,3.7
2007,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,Managers & Administrators,Services,Business Services,Real Estate Services,5.3
2007,Managers & Administrators,Services,Business Services,Professional Services,14.9
2007,Managers & Administrators,Services,Business Services,Administrative & Support Services,5.2
2007,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,6.7
2007,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,3.3
2007,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,Working Proprietors,Services,Business Services,Real Estate Services,1.1
2007,Working Proprietors,Services,Business Services,Professional Services,3.9
2007,Working Proprietors,Services,Business Services,Administrative & Support Services,3.2
2007,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.4
2007,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2007,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,Professionals,Services,Business Services,Real Estate Services,2.5
2007,Professionals,Services,Business Services,Professional Services,32.3
2007,Professionals,Services,Business Services,Administrative & Support Services,2.6
2007,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,60.8
2007,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,12.6
2007,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,18.9
2007,Associate Professionals & Technicians,Services,Business Services,Professional Services,24.8
2007,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,7.9
2007,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,49.1
2007,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,30.8
2007,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,Clerical Support Workers,Services,Business Services,Real Estate Services,6.4
2007,Clerical Support Workers,Services,Business Services,Professional Services,16.9
2007,Clerical Support Workers,Services,Business Services,Administrative & Support Services,12.8
2007,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,19.1
2007,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,14.6
2007,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,Service & Sales Workers,Services,Business Services,Real Estate Services,0.8
2007,Service & Sales Workers,Services,Business Services,Professional Services,0.9
2007,Service & Sales Workers,Services,Business Services,Administrative & Support Services,24
2007,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,13.1
2007,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,3.5
2007,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2007,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,1.7
2007,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,1.3
2007,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,1
2007,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.7
2007,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2007,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2007,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
